,mq,No. Clus,Max clus,Min clus
0,1.785166240409207,3,7,6
1,1.785166240409207,3,7,6
2,1.785166240409207,3,7,6
3,1.785166240409207,3,7,6
4,1.785166240409207,3,7,6
5,1.785166240409207,3,7,6
6,1.785166240409207,3,7,6
7,1.785166240409207,3,7,6
8,1.785166240409207,3,7,6
9,1.785166240409207,3,7,6
10,1.785166240409207,3,7,6
11,1.785166240409207,3,7,6
12,1.785166240409207,3,7,6
13,1.785166240409207,3,7,6
14,1.785166240409207,3,7,6
15,1.785166240409207,3,7,6
16,1.785166240409207,3,7,6
17,1.785166240409207,3,7,6
18,1.785166240409207,3,7,6
19,1.785166240409207,3,7,6
20,1.785166240409207,3,7,6
21,1.733695652173913,3,8,5
22,1.733695652173913,3,8,5
23,1.733695652173913,3,8,5
24,1.733695652173913,3,8,5
25,1.7194192790265723,3,7,6
26,1.7194192790265723,3,7,6
27,1.6916848448996191,3,8,6
28,1.6916848448996191,3,8,6
29,1.6916848448996191,3,8,6
30,1.6916848448996191,3,8,6
31,1.6916848448996191,3,8,6
32,1.6446779964221825,3,9,5
33,1.6446779964221825,3,9,5
34,1.623322364772433,3,7,6
35,1.6055841691515316,3,8,6
36,1.6055841691515316,3,8,6
37,1.6055841691515316,3,8,6
38,1.560064935064935,3,8,5
39,1.560064935064935,3,8,5
40,1.546424589902851,3,9,4
41,1.5231660231660231,3,8,5
