,mq,No. Clus,Max clus,Min clus
0,1.244047619047619,4,4,3
1,1.244047619047619,4,4,3
2,1.244047619047619,4,4,3
3,1.244047619047619,4,4,3
4,1.244047619047619,4,4,3
5,1.244047619047619,4,4,3
6,1.244047619047619,4,4,3
7,1.244047619047619,4,4,3
8,1.244047619047619,4,4,3
9,1.244047619047619,4,4,3
10,1.2301587301587302,3,6,3
11,1.2301587301587302,3,6,3
12,1.190126050420168,3,7,3
13,1.100108225108225,4,4,3
14,1.100108225108225,4,4,3
15,1.100108225108225,4,4,3
16,1.100108225108225,4,4,3
17,1.100108225108225,4,4,3
18,1.100108225108225,4,4,3
19,1.119047619047619,3,5,3
20,1.096825396825397,4,4,3
21,1.096825396825397,4,4,3
22,1.096825396825397,4,4,3
23,1.096825396825397,4,4,3
24,1.05015873015873,4,4,2
25,0.8686274509803921,4,4,3
