No_gen, Best, MQ, No_clus, max_clus, min_clus
0,0.9663905248074697,1.0646360254294085,5,5,4
1,0.9663905248074697,1.0646360254294085,5,5,4
2,0.9663905248074697,1.0646360254294085,5,5,4
3,1.0190573854581229,1.1201241868908784,8,4,2
4,1.086155440214012,1.2151179312304632,5,5,4
5,1.086155440214012,1.2151179312304632,5,5,4
6,1.086155440214012,1.2151179312304632,5,5,4
7,1.4306728430352151,1.674712643678161,4,8,3
8,1.4306728430352151,1.674712643678161,4,8,3
9,1.4306728430352151,1.674712643678161,4,8,3
10,1.5670433610073793,1.8460591133004927,4,8,3
11,1.5670433610073793,1.8460591133004927,4,8,3
12,1.5670433610073793,1.8460591133004927,4,8,3
13,1.5670433610073793,1.8460591133004927,4,8,3
14,1.5670433610073793,1.8460591133004927,4,8,3
15,1.5681145977135844,1.8420618194590799,4,7,3
16,1.5739396753261456,1.8386943406124991,5,6,3
17,1.5873095591844892,1.871523132664437,4,8,3
18,1.587572310113869,1.8451368806631965,6,5,3
19,1.587572310113869,1.8451368806631965,6,5,3
20,1.587572310113869,1.8451368806631965,6,5,3
21,1.587572310113869,1.8451368806631965,6,5,3
22,1.587572310113869,1.8451368806631965,6,5,3
23,1.686034292478313,1.9635088546853252,7,5,3
24,1.686034292478313,1.9635088546853252,7,5,3
25,1.686034292478313,1.9635088546853252,7,5,3
26,1.686034292478313,1.9635088546853252,7,5,3
27,1.686034292478313,1.9635088546853252,7,5,3
28,1.686034292478313,1.9635088546853252,7,5,3
29,1.686034292478313,1.9635088546853252,7,5,3
30,1.686034292478313,1.9635088546853252,7,5,3
31,1.686034292478313,1.9635088546853252,7,5,3
32,1.686034292478313,1.9635088546853252,7,5,3
33,1.686034292478313,1.9635088546853252,7,5,3
34,1.686034292478313,1.9635088546853252,7,5,3
35,1.7158763680111069,2.0010047472344095,7,5,3
36,1.7158763680111069,2.0010047472344095,7,5,3
37,1.7158763680111069,2.0010047472344095,7,5,3
38,1.7158763680111069,2.0010047472344095,7,5,3
39,1.7158763680111069,2.0010047472344095,7,5,3
40,1.7158763680111069,2.0010047472344095,7,5,3
41,1.7158763680111069,2.0010047472344095,7,5,3
42,1.7158763680111069,2.0010047472344095,7,5,3
43,1.7158763680111069,2.0010047472344095,7,5,3
44,1.7259475679853262,2.008315703560527,8,4,2
45,1.7259475679853262,2.008315703560527,8,4,2
46,1.7259475679853262,2.008315703560527,8,4,2
47,1.7259475679853262,2.008315703560527,8,4,2
48,1.7259475679853262,2.008315703560527,8,4,2
49,1.7259475679853262,2.008315703560527,8,4,2
50,1.7259475679853262,2.008315703560527,8,4,2
51,1.7259475679853262,2.008315703560527,8,4,2
52,1.7259475679853262,2.008315703560527,8,4,2
53,1.7259475679853262,2.008315703560527,8,4,2
54,1.7259475679853262,2.008315703560527,8,4,2
55,1.7259475679853262,2.008315703560527,8,4,2
56,1.7259475679853262,2.008315703560527,8,4,2
57,1.7259475679853262,2.008315703560527,8,4,2
58,1.7284126660398602,2.011413043478261,8,4,2
59,1.7284126660398602,2.011413043478261,8,4,2
60,1.7284126660398602,2.011413043478261,8,4,2
61,1.7284126660398602,2.011413043478261,8,4,2
62,1.7284126660398602,2.011413043478261,8,4,2
63,1.7284126660398602,2.011413043478261,8,4,2
64,1.7284126660398602,2.011413043478261,8,4,2
65,1.7284126660398602,2.011413043478261,8,4,2
66,1.7284126660398602,2.011413043478261,8,4,2
67,1.7428615049792402,2.0295676826130173,8,4,2
68,1.7428615049792402,2.0295676826130173,8,4,2
69,1.7428615049792402,2.0295676826130173,8,4,2
70,1.7428615049792402,2.0295676826130173,8,4,2
71,1.7428615049792402,2.0295676826130173,8,4,2
72,1.7428615049792402,2.0295676826130173,8,4,2
73,1.7428615049792402,2.0295676826130173,8,4,2
74,1.7428615049792402,2.0295676826130173,8,4,2
75,1.7428615049792402,2.0295676826130173,8,4,2
76,1.7428615049792402,2.0295676826130173,8,4,2
77,1.7428615049792402,2.0295676826130173,8,4,2
78,1.7428615049792402,2.0295676826130173,8,4,2
79,1.7428615049792402,2.0295676826130173,8,4,2
80,1.7428615049792402,2.0295676826130173,8,4,2
81,1.7428615049792402,2.0295676826130173,8,4,2
82,1.7428615049792402,2.0295676826130173,8,4,2
83,1.7428615049792402,2.0295676826130173,8,4,2
84,1.7428615049792402,2.0295676826130173,8,4,2
85,1.7428615049792402,2.0295676826130173,8,4,2
86,1.7428615049792402,2.0295676826130173,8,4,2
87,1.7428615049792402,2.0295676826130173,8,4,2
88,1.7428615049792402,2.0295676826130173,8,4,2
89,1.747018590641118,2.0401342451874367,7,5,3
90,1.747018590641118,2.0401342451874367,7,5,3
91,1.747018590641118,2.0401342451874367,7,5,3
92,1.747018590641118,2.0401342451874367,7,5,3
93,1.747018590641118,2.0401342451874367,7,5,3
94,1.747018590641118,2.0401342451874367,7,5,3
95,1.747018590641118,2.0401342451874367,7,5,3
96,1.747018590641118,2.0401342451874367,7,5,3
97,1.747018590641118,2.0401342451874367,7,5,3
98,1.747018590641118,2.0401342451874367,7,5,3
99,1.747018590641118,2.0401342451874367,7,5,3
100,1.747018590641118,2.0401342451874367,7,5,3
101,1.747018590641118,2.0401342451874367,7,5,3
102,1.747018590641118,2.0401342451874367,7,5,3
103,1.747018590641118,2.0401342451874367,7,5,3
104,1.747018590641118,2.0401342451874367,7,5,3
105,1.747018590641118,2.0401342451874367,7,5,3
106,1.747018590641118,2.0401342451874367,7,5,3
107,1.747018590641118,2.0401342451874367,7,5,3
108,1.747018590641118,2.0401342451874367,7,5,3
109,1.747018590641118,2.0401342451874367,7,5,3
110,1.747018590641118,2.0401342451874367,7,5,3
111,1.747018590641118,2.0401342451874367,7,5,3
112,1.747018590641118,2.0401342451874367,7,5,3
113,1.747018590641118,2.0401342451874367,7,5,3
114,1.747018590641118,2.0401342451874367,7,5,3
115,1.747018590641118,2.0401342451874367,7,5,3
116,1.747018590641118,2.0401342451874367,7,5,3
117,1.747018590641118,2.0401342451874367,7,5,3
118,1.747018590641118,2.0401342451874367,7,5,3
119,1.747018590641118,2.0401342451874367,7,5,3
120,1.747018590641118,2.0401342451874367,7,5,3
121,1.747018590641118,2.0401342451874367,7,5,3
122,1.747018590641118,2.0401342451874367,7,5,3
123,1.747018590641118,2.0401342451874367,7,5,3
124,1.747018590641118,2.0401342451874367,7,5,3
125,1.747018590641118,2.0401342451874367,7,5,3
126,1.747018590641118,2.0401342451874367,7,5,3
127,1.747018590641118,2.0401342451874367,7,5,3
128,1.747018590641118,2.0401342451874367,7,5,3
129,1.747018590641118,2.0401342451874367,7,5,3
130,1.747018590641118,2.0401342451874367,7,5,3
131,1.747018590641118,2.0401342451874367,7,5,3
132,1.747018590641118,2.0401342451874367,7,5,3
133,1.747018590641118,2.0401342451874367,7,5,3
134,1.747018590641118,2.0401342451874367,7,5,3
135,1.747018590641118,2.0401342451874367,7,5,3
136,1.747018590641118,2.0401342451874367,7,5,3
137,1.747018590641118,2.0401342451874367,7,5,3
138,1.747018590641118,2.0401342451874367,7,5,3
139,1.747018590641118,2.0401342451874367,7,5,3
140,1.747018590641118,2.0401342451874367,7,5,3
141,1.747018590641118,2.0401342451874367,7,5,3
142,1.747018590641118,2.0401342451874367,7,5,3
143,1.747018590641118,2.0401342451874367,7,5,3
144,1.747018590641118,2.0401342451874367,7,5,3
