No_gen, Best, MQ, No_clus, max_clus, min_clus
0,0.9818840982623952,0.9953649425050257,3,20,20
1,1.2311079969442467,1.2509589186222387,13,8,2
2,1.2311079969442467,1.2509589186222387,13,8,2
3,1.2311079969442467,1.2509589186222387,13,8,2
4,1.2311079969442467,1.2509589186222387,13,8,2
5,1.2311079969442467,1.2509589186222387,13,8,2
6,1.2311079969442467,1.2509589186222387,13,8,2
7,1.2311079969442467,1.2509589186222387,13,8,2
8,1.2311079969442467,1.2509589186222387,13,8,2
9,1.2311079969442467,1.2509589186222387,13,8,2
10,1.2311079969442467,1.2509589186222387,13,8,2
11,1.2561071498795027,1.2771874652405566,5,12,12
12,1.272467542445924,1.2942764720745585,6,11,9
13,1.3247817427759128,1.347642490252393,6,10,10
14,1.380534966809563,1.4050407716038193,6,10,10
15,1.380534966809563,1.4050407716038193,6,10,10
16,1.3980510847494645,1.4230737209646027,6,10,10
17,1.3980510847494645,1.4230737209646027,6,10,10
18,1.4635751887141923,1.4910229497723215,6,11,9
19,1.4635751887141923,1.4910229497723215,6,11,9
20,1.470148869046709,1.4977905934338323,6,11,9
21,1.4837521718013458,1.5117952758957471,6,11,9
22,1.5188450268834086,1.5479235824526802,6,11,9
23,1.5375030230119866,1.5666403348444198,6,10,10
24,1.5376443491985199,1.567277598478868,6,11,9
25,1.5538635101122513,1.5834835552662665,6,10,10
26,1.5626055609442961,1.592975316942501,6,11,9
27,1.5626055609442961,1.592975316942501,6,11,9
28,1.5626055609442961,1.592975316942501,6,11,9
29,1.5626055609442961,1.592975316942501,6,11,9
30,1.5667751491127,1.5972679331805355,6,11,9
31,1.5812470974193409,1.6121668914920138,6,11,9
32,1.5812470974193409,1.6121668914920138,6,11,9
33,1.5812470974193409,1.6121668914920138,6,11,9
34,1.598036403146733,1.6294515832840855,6,11,9
35,1.598036403146733,1.6294515832840855,6,11,9
36,1.598036403146733,1.6294515832840855,6,11,9
37,1.617900776053035,1.649902075335584,6,11,9
38,1.617900776053035,1.649902075335584,6,11,9
39,1.6309494804970404,1.663335795482361,6,11,9
40,1.6309494804970404,1.663335795482361,6,11,9
41,1.6309494804970404,1.663335795482361,6,11,9
42,1.6309494804970404,1.663335795482361,6,11,9
43,1.655745429765526,1.6888633752260767,6,11,9
44,1.655745429765526,1.6888633752260767,6,11,9
45,1.655745429765526,1.6888633752260767,6,11,9
46,1.655745429765526,1.6888633752260767,6,11,9
47,1.655745429765526,1.6888633752260767,6,11,9
48,1.655745429765526,1.6888633752260767,6,11,9
49,1.655745429765526,1.6888633752260767,6,11,9
50,1.655745429765526,1.6888633752260767,6,11,9
51,1.655745429765526,1.6888633752260767,6,11,9
52,1.655745429765526,1.6888633752260767,6,11,9
53,1.655745429765526,1.6888633752260767,6,11,9
54,1.655745429765526,1.6888633752260767,6,11,9
55,1.655745429765526,1.6888633752260767,6,11,9
56,1.655745429765526,1.6888633752260767,6,11,9
57,1.655745429765526,1.6888633752260767,6,11,9
58,1.655745429765526,1.6888633752260767,6,11,9
