,mq,No. Clus,Max clus,Min clus
0,1.7101377136220344,3,8,5
1,1.7101377136220344,3,8,5
2,1.7101377136220344,3,8,5
3,1.7101377136220344,3,8,5
4,1.7101377136220344,3,8,5
5,1.7101377136220344,3,8,5
6,1.7101377136220344,3,8,5
7,1.7101377136220344,3,8,5
8,1.7098515519568152,3,9,5
9,1.7098515519568152,3,9,5
10,1.7098515519568152,3,9,5
11,1.7098515519568152,3,9,5
12,1.7098515519568152,3,9,5
13,1.5942606927828602,3,8,6
14,1.5942606927828602,3,8,6
15,1.5942606927828602,3,8,6
16,1.5942606927828602,3,8,6
17,1.5942606927828602,3,8,6
18,1.5942606927828602,3,8,6
19,1.5942606927828602,3,8,6
20,1.5942606927828602,3,8,6
21,1.5825898239691343,3,9,5
22,1.5825898239691343,3,9,5
23,1.5825898239691343,3,9,5
24,1.5825898239691343,3,9,5
25,1.5825898239691343,3,9,5
26,1.5825898239691343,3,9,5
27,1.5825898239691343,3,9,5
28,1.5825898239691343,3,9,5
29,1.5434981684981686,3,9,4
30,1.5056022408963585,3,10,5
31,1.496559543357573,3,8,5
32,1.496559543357573,3,8,5
33,1.496559543357573,3,8,5
34,1.496559543357573,3,8,5
35,1.465811965811966,3,9,4
36,1.465811965811966,3,9,4
37,1.4413472706155632,3,8,5
38,1.4413472706155632,3,8,5
39,1.3359584066060097,3,7,6
40,1.2370684576410982,3,8,5
41,1.2370684576410982,3,8,5
