No_gen, Best, MQ, No_clus, max_clus, min_clus
0,0.9983835976376724,1.0173844150173972,5,6,5
1,1.010972279020589,1.0320559053833072,5,7,4
2,1.0742291078239825,1.0965859242962284,5,6,5
3,1.1196119228978307,1.1470284047153099,3,11,8
4,1.1196119228978307,1.1470284047153099,3,11,8
5,1.1196119228978307,1.1470284047153099,3,11,8
6,1.239287542382909,1.2719994104322463,4,9,5
7,1.239287542382909,1.2719994104322463,4,9,5
8,1.239287542382909,1.2719994104322463,4,9,5
9,1.239287542382909,1.2719994104322463,4,9,5
10,1.2584126592528404,1.2919707721847316,4,9,5
11,1.2584126592528404,1.2919707721847316,4,9,5
12,1.2584126592528404,1.2919707721847316,4,9,5
13,1.2584126592528404,1.2919707721847316,4,9,5
14,1.2584126592528404,1.2919707721847316,4,9,5
15,1.2584126592528404,1.2919707721847316,4,9,5
16,1.2584126592528404,1.2919707721847316,4,9,5
17,1.2584126592528404,1.2919707721847316,4,9,5
18,1.2584126592528404,1.2919707721847316,4,9,5
19,1.2584126592528404,1.2919707721847316,4,9,5
20,1.301152783812192,1.3358391608391609,4,8,5
21,1.301152783812192,1.3358391608391609,4,8,5
22,1.301152783812192,1.3358391608391609,4,8,5
23,1.3085614935015086,1.3435756898408275,4,8,5
24,1.3085614935015086,1.3435756898408275,4,8,5
25,1.3235210088599778,1.359960024849418,4,9,5
26,1.3235210088599778,1.359960024849418,4,9,5
27,1.3296333305721864,1.3655799099347488,4,8,5
28,1.3380463413480725,1.3751280717517063,4,9,5
29,1.3380463413480725,1.3751280717517063,4,9,5
30,1.373500760257512,1.412151271692398,4,9,5
31,1.3866737431491496,1.4251442368788918,4,8,5
32,1.3866737431491496,1.4251442368788918,4,8,5
33,1.3866737431491496,1.4251442368788918,4,8,5
34,1.4019979970293492,1.4411465557096625,4,8,5
35,1.4019979970293492,1.4411465557096625,4,8,5
36,1.4019979970293492,1.4411465557096625,4,8,5
37,1.4019979970293492,1.4411465557096625,4,8,5
38,1.4019979970293492,1.4411465557096625,4,8,5
39,1.4019979970293492,1.4411465557096625,4,8,5
40,1.4220944811031373,1.4621322655550069,4,8,5
