No_gen, Best, MQ, No_clus, max_clus, min_clus
0,1.0456770791887608,1.1543871466352087,5,6,5
1,1.0456770791887608,1.1543871466352087,5,6,5
2,1.2107143451687008,1.3491962713938297,8,5,3
3,1.2107143451687008,1.3491962713938297,8,5,3
4,1.2107143451687008,1.3491962713938297,8,5,3
5,1.2107143451687008,1.3491962713938297,8,5,3
6,1.2043898371963344,1.3492930159596828,5,6,5
7,1.2043898371963344,1.3492930159596828,5,6,5
8,1.2043898371963344,1.3492930159596828,5,6,5
9,1.2043898371963344,1.3492930159596828,5,6,5
10,1.2043898371963344,1.3492930159596828,5,6,5
11,1.2043898371963344,1.3492930159596828,5,6,5
12,1.2043898371963344,1.3492930159596828,5,6,5
13,1.2043898371963344,1.3492930159596828,5,6,5
14,1.2043898371963344,1.3492930159596828,5,6,5
15,1.2043898371963344,1.3492930159596828,5,6,5
16,1.2043898371963344,1.3492930159596828,5,6,5
17,1.2043898371963344,1.3492930159596828,5,6,5
18,1.2043898371963344,1.3492930159596828,5,6,5
19,1.2043898371963344,1.3492930159596828,5,6,5
20,1.2043898371963344,1.3492930159596828,5,6,5
21,1.2043898371963344,1.3492930159596828,5,6,5
22,1.2043898371963344,1.3492930159596828,5,6,5
23,1.2043898371963344,1.3492930159596828,5,6,5
24,1.2043898371963344,1.3492930159596828,5,6,5
25,1.2043898371963344,1.3492930159596828,5,6,5
26,1.2043898371963344,1.3492930159596828,5,6,5
27,1.2043898371963344,1.3492930159596828,5,6,5
28,1.2043898371963344,1.3492930159596828,5,6,5
29,1.2043898371963344,1.3492930159596828,5,6,5
30,1.2043898371963344,1.3492930159596828,5,6,5
31,1.2910852243721478,1.4596903096903096,6,6,3
32,1.2910852243721478,1.4596903096903096,6,6,3
33,1.2910852243721478,1.4596903096903096,6,6,3
34,1.3943126174116989,1.5903895943572626,7,7,2
35,1.3943126174116989,1.5903895943572626,7,7,2
36,1.3943126174116989,1.5903895943572626,7,7,2
37,1.3943126174116989,1.5903895943572626,7,7,2
38,1.3943126174116989,1.5903895943572626,7,7,2
39,1.3943126174116989,1.5903895943572626,7,7,2
40,1.4544462421261353,1.6603044353521699,7,6,2
41,1.4544462421261353,1.6603044353521699,7,6,2
42,1.4544462421261353,1.6603044353521699,7,6,2
43,1.4544462421261353,1.6603044353521699,7,6,2
44,1.4544462421261353,1.6603044353521699,7,6,2
45,1.4544462421261353,1.6603044353521699,7,6,2
46,1.4544462421261353,1.6603044353521699,7,6,2
47,1.4544462421261353,1.6603044353521699,7,6,2
48,1.4544462421261353,1.6603044353521699,7,6,2
49,1.4544462421261353,1.6603044353521699,7,6,2
50,1.4544462421261353,1.6603044353521699,7,6,2
51,1.5211106605373228,1.7421711144179004,7,6,2
52,1.5211106605373228,1.7421711144179004,7,6,2
53,1.5211106605373228,1.7421711144179004,7,6,2
54,1.5211106605373228,1.7421711144179004,7,6,2
55,1.5211106605373228,1.7421711144179004,7,6,2
56,1.5211106605373228,1.7421711144179004,7,6,2
57,1.5211106605373228,1.7421711144179004,7,6,2
58,1.5211106605373228,1.7421711144179004,7,6,2
59,1.526888266303648,1.7453345029202887,8,6,2
60,1.526888266303648,1.7453345029202887,8,6,2
61,1.526888266303648,1.7453345029202887,8,6,2
62,1.526888266303648,1.7453345029202887,8,6,2
63,1.5892107825296413,1.8140056420213013,8,5,3
64,1.5892107825296413,1.8140056420213013,8,5,3
65,1.5892107825296413,1.8140056420213013,8,5,3
66,1.5892107825296413,1.8140056420213013,8,5,3
67,1.5892107825296413,1.8140056420213013,8,5,3
68,1.5892107825296413,1.8140056420213013,8,5,3
69,1.5892107825296413,1.8140056420213013,8,5,3
70,1.5892107825296413,1.8140056420213013,8,5,3
71,1.5892107825296413,1.8140056420213013,8,5,3
72,1.5892107825296413,1.8140056420213013,8,5,3
73,1.5892107825296413,1.8140056420213013,8,5,3
74,1.5892107825296413,1.8140056420213013,8,5,3
75,1.5892107825296413,1.8140056420213013,8,5,3
76,1.6408408145444429,1.8774094691579648,9,5,2
77,1.6408408145444429,1.8774094691579648,9,5,2
78,1.6654706722790418,1.9076559590644098,9,5,2
79,1.6654706722790418,1.9076559590644098,9,5,2
80,1.6654706722790418,1.9076559590644098,9,5,2
81,1.6654706722790418,1.9076559590644098,9,5,2
82,1.6706781038365055,1.9219144051045172,8,7,3
83,1.6706781038365055,1.9219144051045172,8,7,3
84,1.6706781038365055,1.9219144051045172,8,7,3
85,1.7372008937399332,1.9878801515568123,9,4,3
86,1.7372008937399332,1.9878801515568123,9,4,3
87,1.7372008937399332,1.9878801515568123,9,4,3
88,1.7372008937399332,1.9878801515568123,9,4,3
89,1.7372008937399332,1.9878801515568123,9,4,3
90,1.7372008937399332,1.9878801515568123,9,4,3
91,1.7372008937399332,1.9878801515568123,9,4,3
92,1.7372008937399332,1.9878801515568123,9,4,3
