,mq,No. Clus,Max clus,Min clus
0,3.0907070374217094,24,8,1
1,3.0907070374217094,24,8,1
2,2.918169294790509,23,8,1
3,2.768125976064936,19,26,1
4,2.7310266549903175,23,8,2
5,2.6552906865763175,17,18,2
6,2.6025157216485812,24,8,2
7,2.51695058917617,21,8,2
8,2.51695058917617,21,8,2
9,2.5079942332775502,20,11,1
10,2.4912752786386783,23,9,2
11,2.483180881164015,15,23,2
12,2.435739945997204,18,15,1
13,2.393700607571779,15,31,2
14,2.393012095825081,25,8,1
15,2.354703226947844,19,24,2
16,2.3312412506264413,18,23,1
17,2.315969068846293,17,16,1
18,2.309372199797005,21,13,2
19,2.3001133283116464,17,29,2
20,2.297607493914652,25,7,1
21,2.273870768451383,17,12,2
22,2.243237565673567,14,23,1
23,2.208595504659642,18,9,1
24,2.2230836564724257,14,28,2
25,2.213760669384155,15,28,1
26,2.206008742926642,9,27,2
27,2.192748075334398,22,8,2
28,2.206008742926642,9,27,2
29,2.1984264081385088,18,29,1
30,2.1690548091003135,20,13,2
31,2.174484211138879,18,23,1
32,2.174484211138879,18,23,1
33,2.166642988874089,19,9,2
34,2.1585355389649212,18,13,2
35,2.149916595929411,27,5,1
36,2.1590566396231012,18,28,2
37,2.1537856563315776,19,22,2
38,2.1564484021598913,11,30,2
39,2.15277086299141,10,28,1
40,2.1333670358529857,26,6,2
41,2.12759263296926,23,19,2
42,2.1252226839231643,25,15,2
43,2.09607135776181,20,9,1
44,2.0914427980571344,17,12,2
45,2.0896184141890077,19,17,1
46,2.0690291909996925,21,7,2
47,2.070554479251425,13,19,2
48,2.027578801570641,29,6,2
49,2.0317195978028817,17,17,2
50,2.028767302245388,15,18,2
51,2.0227539650916064,28,5,2
52,2.022951527092291,17,19,1
53,2.0225590504754978,20,23,1
54,2.020999315871393,12,27,2
55,1.991009972857273,28,6,2
56,1.9920270129762978,13,47,1
57,1.9641657359227613,21,7,2
58,1.9463969650041428,18,10,2
59,1.9530558920277983,12,46,2
60,1.9397617029210168,11,35,2
61,1.9366051708177747,14,26,1
62,1.9363771801680594,18,11,2
63,1.9321067553555034,18,28,1
64,1.9300935276026017,16,29,1
65,1.9265355543540554,14,18,2
66,1.9290359008413074,13,30,1
67,1.919553941908834,18,12,2
68,1.9054303125058618,21,7,2
69,1.9212553314511083,11,21,2
70,1.92025935502873,12,23,2
71,1.9116882961792212,13,18,2
72,1.913658814126748,13,41,1
73,1.9015973811541667,17,36,2
74,1.8792508798011047,22,7,1
75,1.8865208571926046,17,30,2
76,1.8865208571926046,17,30,2
77,1.8651358458567806,23,7,2
78,1.877873407810686,12,16,1
79,1.8736624591993718,21,18,2
80,1.8774984440336056,15,39,2
81,1.8370538690454412,21,7,2
82,1.8417020725964002,9,53,2
83,1.8325068548643926,14,38,2
84,1.8295811459443487,24,6,2
85,1.8313653428140988,10,53,2
86,1.8173260204755892,21,19,1
87,1.8153785053528604,14,27,1
88,1.8054025448475444,23,6,2
89,1.8138068963080023,9,39,2
90,1.802387419636066,22,8,1
91,1.8122206510080818,8,57,2
92,1.7738731672409216,24,12,2
93,1.8000448522999561,7,44,2
94,1.7773316101478631,13,30,1
95,1.7589604879780643,22,7,2
96,1.7551183154716827,25,6,2
97,1.7562711380144282,11,29,2
98,1.7523315584757508,25,6,2
99,1.751422861059965,21,7,2
100,1.7485016816126708,23,6,1
101,1.751258626238827,12,30,2
102,1.751258626238827,12,30,2
103,1.7438418586413609,14,40,1
104,1.7423593655448095,15,16,2
105,1.7349828343487772,22,11,2
106,1.7368938547134127,15,16,2
107,1.718736691203229,17,23,1
108,1.7182081499770132,15,23,2
109,1.7073373054575594,20,17,2
110,1.6914735178480753,23,6,1
111,1.678921912444726,23,6,1
112,1.687978681266436,12,44,2
113,1.6747083276455097,21,9,2
114,1.674196825565221,24,5,2
115,1.6710462798612855,21,6,2
116,1.6698684893839089,25,6,1
117,1.6684412547064096,22,8,2
118,1.6636974642209463,21,20,1
119,1.660813938182485,18,17,2
120,1.6500354002084605,26,7,1
121,1.6587387532629478,17,18,2
122,1.6313412490826238,23,7,2
123,1.6360526111608462,10,53,1
124,1.6336603893856865,19,27,1
125,1.6256916681704965,9,23,2
126,1.6279908521662636,5,57,2
127,1.6244301107230223,26,6,2
128,1.6246315247615668,19,36,2
129,1.6195697227840986,23,7,2
130,1.6188811131573355,20,7,2
131,1.6141668494486252,24,7,1
132,1.6080108810266076,25,6,1
133,1.5938696634522986,21,23,1
134,1.5855224216663109,26,7,2
135,1.5864183226832427,23,7,2
136,1.5929760017582086,18,28,2
137,1.5912604798418009,7,35,2
