No_gen, Best, MQ, No_clus, max_clus, min_clus
0,1.136241626989067,1.1651595420777006,6,4,3
1,1.136241626989067,1.1651595420777006,6,4,3
2,1.1677596907505723,1.2027027027027026,3,7,6
3,1.2307374473031223,1.2805555555555554,4,12,2
4,1.2307374473031223,1.2805555555555554,4,12,2
5,1.2307374473031223,1.2805555555555554,4,12,2
6,1.2307374473031223,1.2805555555555554,4,12,2
7,1.2425032604378767,1.2830881761916244,5,6,2
8,1.2817586619597485,1.335876840696118,4,13,2
9,1.4737895663825866,1.5246287762416795,6,5,2
10,1.519689099591354,1.5702963702963701,7,4,2
11,1.519689099591354,1.5702963702963701,7,4,2
12,1.519689099591354,1.5702963702963701,7,4,2
13,1.5156739087769786,1.5702963702963701,6,6,2
14,1.519689099591354,1.5702963702963701,7,4,2
15,1.5619905240325862,1.6178187403993856,6,5,2
16,1.5619905240325862,1.6178187403993856,6,5,2
17,1.583066198207075,1.6386724386724387,6,4,2
18,1.583066198207075,1.6386724386724387,6,4,2
19,1.583066198207075,1.6386724386724387,6,4,2
20,1.583066198207075,1.6386724386724387,6,4,2
21,1.583066198207075,1.6386724386724387,6,4,2
22,1.583066198207075,1.6386724386724387,6,4,2
23,1.583066198207075,1.6386724386724387,6,4,2
24,1.583066198207075,1.6386724386724387,6,4,2
25,1.583066198207075,1.6386724386724387,6,4,2
26,1.583066198207075,1.6386724386724387,6,4,2
27,1.583066198207075,1.6386724386724387,6,4,2
28,1.583066198207075,1.6386724386724387,6,4,2
29,1.583066198207075,1.6386724386724387,6,4,2
30,1.583066198207075,1.6386724386724387,6,4,2
31,1.583066198207075,1.6386724386724387,6,4,2
32,1.583066198207075,1.6386724386724387,6,4,2
33,1.5872936797681394,1.6417249417249415,7,4,2
34,1.5872936797681394,1.6417249417249415,7,4,2
35,1.5872936797681394,1.6417249417249415,7,4,2
36,1.5872936797681394,1.6417249417249415,7,4,2
37,1.5872936797681394,1.6417249417249415,7,4,2
38,1.5872936797681394,1.6417249417249418,7,4,2
39,1.5872936797681394,1.6417249417249418,7,4,2
40,1.5872936797681394,1.6417249417249418,7,4,2
41,1.5872936797681394,1.6417249417249418,7,4,2
42,1.5872936797681394,1.6417249417249418,7,4,2
43,1.5872936797681394,1.6417249417249418,7,4,2
44,1.5872936797681394,1.6417249417249418,7,4,2
45,1.5872936797681394,1.6417249417249418,7,4,2
46,1.5872936797681394,1.6417249417249418,7,4,2
47,1.5872936797681394,1.6417249417249418,7,4,2
48,1.5882243375021543,1.6455364455364454,6,5,2
49,1.5882243375021543,1.6455364455364454,6,5,2
50,1.5882243375021543,1.6455364455364454,6,5,2
51,1.5882243375021543,1.6455364455364454,6,5,2
52,1.5882243375021543,1.6455364455364454,6,5,2
53,1.5882243375021543,1.6455364455364454,6,5,2
54,1.5882243375021543,1.6455364455364454,6,5,2
55,1.5882243375021543,1.6455364455364454,6,5,2
56,1.5882243375021543,1.6455364455364454,6,5,2
57,1.5882243375021543,1.6455364455364454,6,5,2
58,1.5882243375021543,1.6455364455364454,6,5,2
59,1.5882243375021543,1.6455364455364454,6,5,2
60,1.5882243375021543,1.6455364455364454,6,5,2
61,1.5882243375021543,1.6455364455364454,6,5,2
62,1.5882243375021543,1.6455364455364454,6,5,2
63,1.5882243375021543,1.6455364455364454,6,5,2
64,1.5882243375021543,1.6455364455364454,6,5,2
65,1.5882243375021543,1.6455364455364454,6,5,2
66,1.5882243375021543,1.6455364455364454,6,5,2
67,1.5882243375021543,1.6455364455364454,6,5,2
68,1.5882243375021543,1.6455364455364454,6,5,2
69,1.5882243375021543,1.6455364455364454,6,5,2
70,1.5882243375021543,1.6455364455364454,6,5,2
71,1.5882243375021543,1.6455364455364454,6,5,2
72,1.5882243375021543,1.6455364455364454,6,5,2
73,1.5882243375021543,1.6455364455364454,6,5,2
74,1.5882243375021543,1.6455364455364454,6,5,2
75,1.5882243375021543,1.6455364455364454,6,5,2
76,1.5882243375021543,1.6455364455364454,6,5,2
77,1.5882243375021543,1.6455364455364454,6,5,2
78,1.5882243375021543,1.6455364455364454,6,5,2
79,1.5882243375021543,1.6455364455364454,6,5,2
80,1.5882243375021543,1.6455364455364454,6,5,2
81,1.5882243375021543,1.6455364455364454,6,5,2
82,1.5882243375021543,1.6455364455364454,6,5,2
83,1.5882243375021543,1.6455364455364454,6,5,2
84,1.5882243375021543,1.6455364455364454,6,5,2
85,1.5882243375021543,1.6455364455364454,6,5,2
86,1.5882243375021543,1.6455364455364454,6,5,2
87,1.5882243375021543,1.6455364455364454,6,5,2
88,1.5882243375021543,1.6455364455364454,6,5,2
89,1.5882243375021543,1.6455364455364454,6,5,2
90,1.5882243375021543,1.6455364455364454,6,5,2
91,1.5882243375021543,1.6455364455364454,6,5,2
92,1.5882243375021543,1.6455364455364454,6,5,2
93,1.5882243375021543,1.6455364455364454,6,5,2
94,1.5882243375021543,1.6455364455364454,6,5,2
95,1.5882243375021543,1.6455364455364454,6,5,2
96,1.5882243375021543,1.6455364455364454,6,5,2
97,1.5882243375021543,1.6455364455364454,6,5,2
98,1.5882243375021543,1.6455364455364454,6,5,2
99,1.5882243375021543,1.6455364455364454,6,5,2
100,1.5882243375021543,1.6455364455364454,6,5,2
101,1.5882243375021543,1.6455364455364454,6,5,2
102,1.5882243375021543,1.6455364455364454,6,5,2
103,1.5882243375021543,1.6455364455364454,6,5,2
104,1.5882243375021543,1.6455364455364454,6,5,2
105,1.5882243375021543,1.6455364455364454,6,5,2
106,1.5882243375021543,1.6455364455364454,6,5,2
107,1.5882243375021543,1.6455364455364454,6,5,2
108,1.5882243375021543,1.6455364455364454,6,5,2
109,1.5882243375021543,1.6455364455364454,6,5,2
110,1.5882243375021543,1.6455364455364454,6,5,2
111,1.5882243375021543,1.6455364455364454,6,5,2
112,1.5882243375021543,1.6455364455364454,6,5,2
113,1.5882243375021543,1.6455364455364454,6,5,2
114,1.5882243375021543,1.6455364455364454,6,5,2
115,1.5882243375021543,1.6455364455364454,6,5,2
116,1.5882243375021543,1.6455364455364454,6,5,2
117,1.5882243375021543,1.6455364455364454,6,5,2
118,1.5882243375021543,1.6455364455364454,6,5,2
119,1.5882243375021543,1.6455364455364454,6,5,2
120,1.5882243375021543,1.6455364455364454,6,5,2
121,1.5882243375021543,1.6455364455364454,6,5,2
122,1.5882243375021543,1.6455364455364454,6,5,2
123,1.5882243375021543,1.6455364455364454,6,5,2
124,1.5882243375021543,1.6455364455364454,6,5,2
125,1.5882243375021543,1.6455364455364454,6,5,2
126,1.5882243375021543,1.6455364455364454,6,5,2
127,1.5882243375021543,1.6455364455364454,6,5,2
128,1.5882243375021543,1.6455364455364454,6,5,2
129,1.5882243375021543,1.6455364455364454,6,5,2
130,1.5882243375021543,1.6455364455364454,6,5,2
131,1.5882243375021543,1.6455364455364454,6,5,2
132,1.5882243375021543,1.6455364455364454,6,5,2
133,1.5882243375021543,1.6455364455364454,6,5,2
134,1.5882243375021543,1.6455364455364454,6,5,2
135,1.5882243375021543,1.6455364455364454,6,5,2
136,1.5882243375021543,1.6455364455364454,6,5,2
137,1.5882243375021543,1.6455364455364454,6,5,2
138,1.5882243375021543,1.6455364455364454,6,5,2
139,1.5882243375021543,1.6455364455364454,6,5,2
140,1.5882243375021543,1.6455364455364454,6,5,2
141,1.5882243375021543,1.6455364455364454,6,5,2
142,1.5882243375021543,1.6455364455364454,6,5,2
143,1.5882243375021543,1.6455364455364454,6,5,2
144,1.5882243375021543,1.6455364455364454,6,5,2
145,1.5882243375021543,1.6455364455364454,6,5,2
146,1.5882243375021543,1.6455364455364454,6,5,2
147,1.5882243375021543,1.6455364455364454,6,5,2
148,1.5882243375021543,1.6455364455364454,6,5,2
149,1.5882243375021543,1.6455364455364454,6,5,2
150,1.5882243375021543,1.6455364455364454,6,5,2
151,1.5882243375021543,1.6455364455364454,6,5,2
152,1.5882243375021543,1.6455364455364454,6,5,2
153,1.5882243375021543,1.6455364455364454,6,5,2
