,mq,No. Clus,Max clus,Min clus
0,2.153811129194761,5,6,3
1,2.153811129194761,5,6,3
2,2.153811129194761,5,6,3
3,2.153811129194761,5,6,3
4,2.153811129194761,5,6,3
5,2.153811129194761,5,6,3
6,2.153811129194761,5,6,3
7,2.153811129194761,5,6,3
8,2.153811129194761,5,6,3
9,2.153811129194761,5,6,3
10,2.153811129194761,5,6,3
11,2.153811129194761,5,6,3
12,2.153811129194761,5,6,3
13,2.153811129194761,5,6,3
14,2.153811129194761,5,6,3
15,2.153811129194761,5,6,3
16,2.153811129194761,5,6,3
17,2.153811129194761,5,6,3
18,2.153811129194761,5,6,3
19,2.153811129194761,5,6,3
20,2.153811129194761,5,6,3
21,2.153811129194761,5,6,3
22,2.153811129194761,5,6,3
23,2.153811129194761,5,6,3
24,2.153811129194761,5,6,3
25,2.153811129194761,5,6,3
26,2.153811129194761,5,6,3
27,2.153811129194761,5,6,3
28,2.153811129194761,5,6,3
29,2.153811129194761,5,6,3
30,2.153811129194761,5,6,3
31,2.153811129194761,5,6,3
32,2.153811129194761,5,6,3
33,2.153811129194761,5,6,3
34,2.153811129194761,5,6,3
35,2.153811129194761,5,6,3
36,2.153811129194761,5,6,3
37,2.153811129194761,5,6,3
38,2.153811129194761,5,6,3
39,2.153811129194761,5,6,3
40,2.153811129194761,5,6,3
41,2.153811129194761,5,6,3
