No_gen, Best, MQ, No_clus, max_clus, min_clus
0,1.0463625592372285,1.0694887192033014,5,5,4
1,1.2553358239551335,1.2868181716809728,8,4,2
2,1.5576544412761577,1.6042362002567394,6,4,4
3,1.5576544412761577,1.6042362002567394,6,4,4
4,1.5576544412761577,1.6042362002567394,6,4,4
5,1.5576544412761577,1.6042362002567394,6,4,4
6,1.5576544412761577,1.6042362002567394,6,4,4
7,1.6276362908276456,1.6954022988505746,3,17,3
8,1.6276362908276456,1.6954022988505746,3,17,3
9,1.6276362908276456,1.6954022988505746,3,17,3
10,1.6276362908276456,1.6954022988505746,3,17,3
11,1.6276362908276456,1.6954022988505746,3,17,3
12,1.6276362908276456,1.6954022988505746,3,17,3
13,1.6668777890096376,1.733482142857143,3,14,3
14,1.6668777890096376,1.733482142857143,3,14,3
15,1.6668777890096376,1.733482142857143,3,14,3
16,1.7235362927670346,1.7856867779204106,4,8,3
17,1.7235362927670346,1.7856867779204106,4,8,3
18,1.7235362927670346,1.7856867779204106,4,8,3
19,1.7235362927670346,1.7856867779204106,4,8,3
20,1.7235362927670346,1.7856867779204106,4,8,3
21,1.7432791456060936,1.8064156945917287,4,8,3
22,1.7432791456060936,1.8064156945917287,4,8,3
23,1.7432791456060936,1.8064156945917287,4,8,3
24,1.7432791456060936,1.8064156945917287,4,8,3
25,1.7432791456060936,1.8064156945917287,4,8,3
26,1.7432791456060936,1.8064156945917287,4,8,3
27,1.7432791456060936,1.8064156945917287,4,8,3
28,1.7432791456060936,1.8064156945917287,4,8,3
29,1.7432791456060936,1.8064156945917287,4,8,3
30,1.7432791456060936,1.8064156945917287,4,8,3
31,1.7432791456060936,1.8064156945917287,4,8,3
32,1.7432791456060936,1.8064156945917287,4,8,3
33,1.7432791456060936,1.8064156945917287,4,8,3
34,1.7432791456060936,1.8064156945917287,4,8,3
35,1.7432791456060936,1.8064156945917287,4,8,3
36,1.7432791456060936,1.8064156945917287,4,8,3
37,1.7432791456060936,1.8064156945917287,4,8,3
38,1.7432791456060936,1.8064156945917287,4,8,3
39,1.7432791456060936,1.8064156945917287,4,8,3
40,1.7432791456060936,1.8064156945917287,4,8,3
41,1.7432791456060936,1.8064156945917287,4,8,3
42,1.7432791456060936,1.8064156945917287,4,8,3
43,1.7432791456060936,1.8064156945917287,4,8,3
44,1.7728186818587508,1.848876404494382,3,18,3
45,1.7728186818587508,1.848876404494382,3,18,3
46,1.7728186818587508,1.848876404494382,3,18,3
47,1.7728186818587508,1.848876404494382,3,18,3
48,1.7728186818587508,1.848876404494382,3,18,3
49,1.8294027723660449,1.8937192118226602,7,7,2
50,1.8294027723660449,1.8937192118226602,7,7,2
51,1.8294027723660449,1.8937192118226602,7,7,2
52,1.8403536930093032,1.9072981366459627,6,8,2
53,1.8403536930093032,1.9072981366459627,6,8,2
54,1.8403536930093032,1.9072981366459627,6,8,2
55,1.8403536930093032,1.9072981366459627,6,8,2
56,1.8733826086120904,1.9367740518792411,8,5,2
57,1.8733826086120904,1.9367740518792411,8,5,2
58,1.8733826086120904,1.9367740518792411,8,5,2
59,1.8733826086120904,1.9367740518792411,8,5,2
60,1.8733826086120904,1.9367740518792411,8,5,2
61,1.8733826086120904,1.9367740518792411,8,5,2
62,1.8733826086120904,1.9367740518792411,8,5,2
63,1.8733826086120904,1.9367740518792411,8,5,2
64,1.8733826086120904,1.9367740518792411,8,5,2
65,1.8733826086120904,1.9367740518792411,8,5,2
66,1.8733826086120904,1.9367740518792411,8,5,2
67,1.8733826086120904,1.9367740518792411,8,5,2
68,1.964384472604119,2.032321036451471,8,5,2
69,1.964384472604119,2.032321036451471,8,5,2
70,1.964384472604119,2.032321036451471,8,5,2
71,1.964384472604119,2.032321036451471,8,5,2
72,1.964384472604119,2.032321036451471,8,5,2
73,1.964384472604119,2.032321036451471,8,5,2
74,1.964384472604119,2.032321036451471,8,5,2
75,1.964384472604119,2.032321036451471,8,5,2
76,1.964384472604119,2.032321036451471,8,5,2
77,1.964384472604119,2.032321036451471,8,5,2
78,1.964384472604119,2.032321036451471,8,5,2
79,1.964384472604119,2.032321036451471,8,5,2
80,1.964384472604119,2.032321036451471,8,5,2
81,1.964384472604119,2.032321036451471,8,5,2
82,1.964384472604119,2.032321036451471,8,5,2
83,1.964384472604119,2.032321036451471,8,5,2
84,1.964384472604119,2.032321036451471,8,5,2
85,1.964384472604119,2.032321036451471,8,5,2
86,1.964384472604119,2.032321036451471,8,5,2
87,1.964384472604119,2.032321036451471,8,5,2
88,1.964384472604119,2.032321036451471,8,5,2
89,1.964384472604119,2.032321036451471,8,5,2
90,1.964384472604119,2.032321036451471,8,5,2
91,1.964384472604119,2.032321036451471,8,5,2
92,1.964384472604119,2.032321036451471,8,5,2
93,1.964384472604119,2.032321036451471,8,5,2
94,1.964384472604119,2.032321036451471,8,5,2
95,1.964384472604119,2.032321036451471,8,5,2
96,1.964384472604119,2.032321036451471,8,5,2
97,1.964384472604119,2.032321036451471,8,5,2
98,1.964384472604119,2.032321036451471,8,5,2
99,1.964384472604119,2.032321036451471,8,5,2
100,1.964384472604119,2.032321036451471,8,5,2
101,1.9773057207349232,2.046928169202201,7,5,2
102,1.9773057207349232,2.046928169202201,7,5,2
103,1.9773057207349232,2.046928169202201,7,5,2
104,1.9773057207349232,2.046928169202201,7,5,2
105,1.9773057207349232,2.046928169202201,7,5,2
106,1.9773057207349232,2.046928169202201,7,5,2
107,1.9773057207349232,2.046928169202201,7,5,2
108,1.9773057207349232,2.046928169202201,7,5,2
109,1.9773057207349232,2.046928169202201,7,5,2
110,1.9773057207349232,2.046928169202201,7,5,2
111,1.9773057207349232,2.046928169202201,7,5,2
112,1.9773057207349232,2.046928169202201,7,5,2
113,1.9773057207349232,2.046928169202201,7,5,2
114,1.9773057207349232,2.046928169202201,7,5,2
115,1.9773057207349232,2.046928169202201,7,5,2
116,1.9773057207349232,2.046928169202201,7,5,2
117,1.9773057207349232,2.046928169202201,7,5,2
118,1.9773057207349232,2.046928169202201,7,5,2
119,1.9773057207349232,2.046928169202201,7,5,2
120,1.9773057207349232,2.046928169202201,7,5,2
121,1.9773057207349232,2.046928169202201,7,5,2
122,1.9773057207349232,2.046928169202201,7,5,2
123,1.9773057207349232,2.046928169202201,7,5,2
124,1.9773057207349232,2.046928169202201,7,5,2
125,1.9773057207349232,2.046928169202201,7,5,2
126,1.9773057207349232,2.046928169202201,7,5,2
127,1.9773057207349232,2.046928169202201,7,5,2
128,1.9773057207349232,2.046928169202201,7,5,2
129,1.9773057207349232,2.046928169202201,7,5,2
130,1.9773057207349232,2.046928169202201,7,5,2
131,2.002628989896729,2.0735162180814353,7,5,2
132,2.002628989896729,2.0735162180814353,7,5,2
133,2.002628989896729,2.0735162180814353,7,5,2
134,2.002628989896729,2.0735162180814353,7,5,2
135,2.002628989896729,2.0735162180814353,7,5,2
136,2.002628989896729,2.0735162180814353,7,5,2
137,2.002628989896729,2.0735162180814353,7,5,2
138,2.002628989896729,2.0735162180814353,7,5,2
139,2.002628989896729,2.0735162180814353,7,5,2
140,2.002628989896729,2.0735162180814353,7,5,2
