No_gen, Best, MQ, No_clus, max_clus, min_clus
0,0.9368702036963424,0.9546749741725195,3,10,9
1,1.096492760416276,1.1221233759208442,7,7,1
2,1.096492760416276,1.1221233759208442,7,7,1
3,1.096492760416276,1.1221233759208442,7,7,1
4,1.096492760416276,1.1221233759208442,7,7,1
5,1.2138808213725203,1.2424169228517055,6,6,4
6,1.2138808213725203,1.2424169228517055,6,6,4
7,1.2138808213725203,1.2424169228517055,6,6,4
8,1.2138808213725203,1.2424169228517055,6,6,4
9,1.2138808213725203,1.2424169228517055,6,6,4
10,1.2314729096727801,1.260787422849984,6,6,4
11,1.2314729096727801,1.260787422849984,6,6,4
12,1.3997086568771295,1.4364672364672364,6,6,4
13,1.4247116946440759,1.4625766043498354,6,6,4
14,1.4832217442134736,1.523675596531339,6,6,4
15,1.4832217442134736,1.523675596531339,6,6,4
16,1.4855866773533581,1.5269080664130694,6,7,4
17,1.4855866773533581,1.5269080664130694,6,7,4
18,1.4855866773533581,1.5269080664130694,6,7,4
19,1.4855866773533581,1.5269080664130694,6,7,4
20,1.5096372198273977,1.5520227931548298,6,7,4
21,1.5096372198273977,1.5520227931548298,6,7,4
22,1.5096372198273977,1.5520227931548298,6,7,4
23,1.5096372198273977,1.5520227931548298,6,7,4
24,1.5096372198273977,1.5520227931548298,6,7,4
25,1.522880915477967,1.5650895999862529,6,6,4
26,1.522880915477967,1.5650895999862529,6,6,4
27,1.522880915477967,1.5650895999862529,6,6,4
28,1.522880915477967,1.5650895999862529,6,6,4
29,1.522880915477967,1.5650895999862529,6,6,4
30,1.5517104119923122,1.5959576326918572,6,7,4
31,1.5517104119923122,1.5959576326918572,6,7,4
32,1.5517104119923122,1.5959576326918572,6,7,4
33,1.5517104119923122,1.5959576326918572,6,7,4
34,1.5517104119923122,1.5959576326918572,6,7,4
35,1.5517104119923122,1.5959576326918572,6,7,4
36,1.5547639448682824,1.5991462777654457,6,7,4
37,1.5730604660235372,1.6182523802425546,6,7,4
38,1.5730604660235372,1.6182523802425546,6,7,4
39,1.5730604660235372,1.6182523802425546,6,7,4
40,1.5730604660235372,1.6182523802425546,6,7,4
41,1.5730604660235372,1.6182523802425546,6,7,4
42,1.5730604660235372,1.6182523802425546,6,7,4
43,1.5730604660235372,1.6182523802425546,6,7,4
44,1.5730604660235372,1.6182523802425546,6,7,4
45,1.5730604660235372,1.6182523802425546,6,7,4
46,1.5926966894373145,1.638757463893349,6,7,4
47,1.5926966894373145,1.638757463893349,6,7,4
48,1.5926966894373145,1.638757463893349,6,7,4
49,1.5926966894373145,1.638757463893349,6,7,4
50,1.5926966894373145,1.638757463893349,6,7,4
51,1.5926966894373145,1.638757463893349,6,7,4
52,1.5926966894373145,1.638757463893349,6,7,4
53,1.5926966894373145,1.638757463893349,6,7,4
54,1.5926966894373145,1.638757463893349,6,7,4
55,1.5926966894373145,1.638757463893349,6,7,4
56,1.5926966894373145,1.638757463893349,6,7,4
57,1.5926966894373145,1.638757463893349,6,7,4
58,1.5926966894373145,1.638757463893349,6,7,4
59,1.5926966894373145,1.638757463893349,6,7,4
60,1.5926966894373145,1.638757463893349,6,7,4
61,1.5926966894373145,1.638757463893349,6,7,4
62,1.5926966894373145,1.638757463893349,6,7,4
63,1.5926966894373145,1.638757463893349,6,7,4
64,1.5926966894373145,1.638757463893349,6,7,4
65,1.5926966894373145,1.638757463893349,6,7,4
66,1.5926966894373145,1.638757463893349,6,7,4
67,1.5926966894373145,1.638757463893349,6,7,4
68,1.5926966894373145,1.638757463893349,6,7,4
69,1.5926966894373145,1.638757463893349,6,7,4
70,1.5926966894373145,1.638757463893349,6,7,4
71,1.5926966894373145,1.638757463893349,6,7,4
72,1.5926966894373145,1.638757463893349,6,7,4
73,1.5926966894373145,1.638757463893349,6,7,4
74,1.5926966894373145,1.638757463893349,6,7,4
75,1.5926966894373145,1.638757463893349,6,7,4
76,1.5926966894373145,1.638757463893349,6,7,4
77,1.5926966894373145,1.638757463893349,6,7,4
78,1.5926966894373145,1.638757463893349,6,7,4
79,1.5926966894373145,1.638757463893349,6,7,4
80,1.5926966894373145,1.638757463893349,6,7,4
81,1.5926966894373145,1.638757463893349,6,7,4
82,1.5926966894373145,1.638757463893349,6,7,4
83,1.5926966894373145,1.638757463893349,6,7,4
84,1.5926966894373145,1.638757463893349,6,7,4
85,1.5926966894373145,1.638757463893349,6,7,4
86,1.5926966894373145,1.638757463893349,6,7,4
87,1.5926966894373145,1.638757463893349,6,7,4
88,1.5926966894373145,1.638757463893349,6,7,4
89,1.5926966894373145,1.638757463893349,6,7,4
90,1.5926966894373145,1.638757463893349,6,7,4
91,1.5926966894373145,1.638757463893349,6,7,4
92,1.5926966894373145,1.638757463893349,6,7,4
93,1.5926966894373145,1.638757463893349,6,7,4
94,1.5926966894373145,1.638757463893349,6,7,4
95,1.5926966894373145,1.638757463893349,6,7,4
96,1.5926966894373145,1.638757463893349,6,7,4
97,1.5926966894373145,1.638757463893349,6,7,4
98,1.5926966894373145,1.638757463893349,6,7,4
99,1.5926966894373145,1.638757463893349,6,7,4
100,1.5926966894373145,1.638757463893349,6,7,4
101,1.5926966894373145,1.638757463893349,6,7,4
102,1.5926966894373145,1.638757463893349,6,7,4
103,1.5926966894373145,1.638757463893349,6,7,4
104,1.5926966894373145,1.638757463893349,6,7,4
105,1.5926966894373145,1.638757463893349,6,7,4
106,1.5926966894373145,1.638757463893349,6,7,4
107,1.5926966894373145,1.638757463893349,6,7,4
108,1.5926966894373145,1.638757463893349,6,7,4
109,1.5926966894373145,1.638757463893349,6,7,4
110,1.5926966894373145,1.638757463893349,6,7,4
111,1.5926966894373145,1.638757463893349,6,7,4
112,1.5926966894373145,1.638757463893349,6,7,4
113,1.5926966894373145,1.638757463893349,6,7,4
114,1.5926966894373145,1.638757463893349,6,7,4
115,1.5926966894373145,1.638757463893349,6,7,4
116,1.5926966894373145,1.638757463893349,6,7,4
117,1.5926966894373145,1.638757463893349,6,7,4
118,1.5926966894373145,1.638757463893349,6,7,4
119,1.5926966894373145,1.638757463893349,6,7,4
120,1.5926966894373145,1.638757463893349,6,7,4
121,1.5926966894373145,1.638757463893349,6,7,4
122,1.5926966894373145,1.638757463893349,6,7,4
123,1.5926966894373145,1.638757463893349,6,7,4
124,1.5926966894373145,1.638757463893349,6,7,4
125,1.5926966894373145,1.638757463893349,6,7,4
126,1.5926966894373145,1.638757463893349,6,7,4
127,1.5926966894373145,1.638757463893349,6,7,4
128,1.5926966894373145,1.638757463893349,6,7,4
129,1.5926966894373145,1.638757463893349,6,7,4
130,1.5926966894373145,1.638757463893349,6,7,4
131,1.5926966894373145,1.638757463893349,6,7,4
132,1.5926966894373145,1.638757463893349,6,7,4
133,1.5926966894373145,1.638757463893349,6,7,4
134,1.5926966894373145,1.638757463893349,6,7,4
135,1.5926966894373145,1.638757463893349,6,7,4
136,1.5926966894373145,1.638757463893349,6,7,4
137,1.5926966894373145,1.638757463893349,6,7,4
138,1.5926966894373145,1.638757463893349,6,7,4
139,1.5926966894373145,1.638757463893349,6,7,4
140,1.5926966894373145,1.638757463893349,6,7,4
141,1.5926966894373145,1.638757463893349,6,7,4
142,1.5926966894373145,1.638757463893349,6,7,4
143,1.5926966894373145,1.638757463893349,6,7,4
144,1.5926966894373145,1.638757463893349,6,7,4
145,1.5926966894373145,1.638757463893349,6,7,4
146,1.5926966894373145,1.638757463893349,6,7,4
147,1.5926966894373145,1.638757463893349,6,7,4
148,1.5926966894373145,1.638757463893349,6,7,4
149,1.5926966894373145,1.638757463893349,6,7,4
150,1.5926966894373145,1.638757463893349,6,7,4
151,1.5926966894373145,1.638757463893349,6,7,4
152,1.6050303661606193,1.6523997726103787,6,7,3
153,1.6050303661606193,1.6523997726103787,6,7,3
154,1.6050303661606193,1.6523997726103787,6,7,3
155,1.6050303661606193,1.6523997726103787,6,7,3
156,1.6050303661606193,1.6523997726103787,6,7,3
157,1.6050303661606193,1.6523997726103787,6,7,3
158,1.6050303661606193,1.6523997726103787,6,7,3
159,1.6050303661606193,1.6523997726103787,6,7,3
160,1.6050303661606193,1.6523997726103787,6,7,3
161,1.6050303661606193,1.6523997726103787,6,7,3
162,1.6050303661606193,1.6523997726103787,6,7,3
163,1.6050303661606193,1.6523997726103787,6,7,3
164,1.6050303661606193,1.6523997726103787,6,7,3
165,1.6050303661606193,1.6523997726103787,6,7,3
166,1.6050303661606193,1.6523997726103787,6,7,3
167,1.6050303661606193,1.6523997726103787,6,7,3
168,1.6050303661606193,1.6523997726103787,6,7,3
169,1.6050303661606193,1.6523997726103787,6,7,3
170,1.6050303661606193,1.6523997726103787,6,7,3
171,1.6050303661606193,1.6523997726103787,6,7,3
172,1.6050303661606193,1.6523997726103787,6,7,3
173,1.6050303661606193,1.6523997726103787,6,7,3
174,1.6050303661606193,1.6523997726103787,6,7,3
175,1.6050303661606193,1.6523997726103787,6,7,3
176,1.6050303661606193,1.6523997726103787,6,7,3
177,1.6050303661606193,1.6523997726103787,6,7,3
178,1.6050303661606193,1.6523997726103787,6,7,3
179,1.6050303661606193,1.6523997726103787,6,7,3
180,1.6050303661606193,1.6523997726103787,6,7,3
181,1.6050303661606193,1.6523997726103787,6,7,3
182,1.6050303661606193,1.6523997726103787,6,7,3
183,1.6050303661606193,1.6523997726103787,6,7,3
184,1.6050303661606193,1.6523997726103787,6,7,3
185,1.6050303661606193,1.6523997726103787,6,7,3
186,1.6050303661606193,1.6523997726103787,6,7,3
187,1.6050303661606193,1.6523997726103787,6,7,3
188,1.6050303661606193,1.6523997726103787,6,7,3
189,1.6050303661606193,1.6523997726103787,6,7,3
190,1.6050303661606193,1.6523997726103787,6,7,3
191,1.6050303661606193,1.6523997726103787,6,7,3
192,1.6050303661606193,1.6523997726103787,6,7,3
193,1.6050303661606193,1.6523997726103787,6,7,3
194,1.6050303661606193,1.6523997726103787,6,7,3
195,1.6050303661606193,1.6523997726103787,6,7,3
196,1.6050303661606193,1.6523997726103787,6,7,3
197,1.6050303661606193,1.6523997726103787,6,7,3
198,1.6050303661606193,1.6523997726103787,6,7,3
199,1.6050303661606193,1.6523997726103787,6,7,3
200,1.6050303661606193,1.6523997726103787,6,7,3
201,1.6050303661606193,1.6523997726103787,6,7,3
202,1.6050303661606193,1.6523997726103787,6,7,3
203,1.6050303661606193,1.6523997726103787,6,7,3
204,1.6050303661606193,1.6523997726103787,6,7,3
205,1.6050303661606193,1.6523997726103787,6,7,3
206,1.6050303661606193,1.6523997726103787,6,7,3
207,1.6050303661606193,1.6523997726103787,6,7,3
208,1.6050303661606193,1.6523997726103787,6,7,3
209,1.6050303661606193,1.6523997726103787,6,7,3
210,1.6050303661606193,1.6523997726103787,6,7,3
211,1.6050303661606193,1.6523997726103787,6,7,3
212,1.6050303661606193,1.6523997726103787,6,7,3
213,1.6050303661606193,1.6523997726103787,6,7,3
214,1.6050303661606193,1.6523997726103787,6,7,3
215,1.6050303661606193,1.6523997726103787,6,7,3
216,1.6050303661606193,1.6523997726103787,6,7,3
217,1.6050303661606193,1.6523997726103787,6,7,3
218,1.6050303661606193,1.6523997726103787,6,7,3
219,1.6050303661606193,1.6523997726103787,6,7,3
220,1.6050303661606193,1.6523997726103787,6,7,3
221,1.6050303661606193,1.6523997726103787,6,7,3
222,1.6050303661606193,1.6523997726103787,6,7,3
223,1.6050303661606193,1.6523997726103787,6,7,3
224,1.6050303661606193,1.6523997726103787,6,7,3
225,1.6050303661606193,1.6523997726103787,6,7,3
226,1.6050303661606193,1.6523997726103787,6,7,3
227,1.6050303661606193,1.6523997726103787,6,7,3
228,1.6050303661606193,1.6523997726103787,6,7,3
229,1.6050303661606193,1.6523997726103787,6,7,3
230,1.6050303661606193,1.6523997726103787,6,7,3
231,1.6050303661606193,1.6523997726103787,6,7,3
232,1.6050303661606193,1.6523997726103787,6,7,3
233,1.6050303661606193,1.6523997726103787,6,7,3
234,1.6050303661606193,1.6523997726103787,6,7,3
235,1.6050303661606193,1.6523997726103787,6,7,3
236,1.6050303661606193,1.6523997726103787,6,7,3
237,1.6050303661606193,1.6523997726103787,6,7,3
238,1.6050303661606193,1.6523997726103787,6,7,3
239,1.6050303661606193,1.6523997726103787,6,7,3
240,1.6050303661606193,1.6523997726103787,6,7,3
241,1.6050303661606193,1.6523997726103787,6,7,3
242,1.6050303661606193,1.6523997726103787,6,7,3
243,1.6050303661606193,1.6523997726103787,6,7,3
244,1.6050303661606193,1.6523997726103787,6,7,3
245,1.6050303661606193,1.6523997726103787,6,7,3
246,1.6050303661606193,1.6523997726103787,6,7,3
247,1.6050303661606193,1.6523997726103787,6,7,3
248,1.6050303661606193,1.6523997726103787,6,7,3
249,1.6050303661606193,1.6523997726103787,6,7,3
250,1.6050303661606193,1.6523997726103787,6,7,3
251,1.6050303661606193,1.6523997726103787,6,7,3
252,1.6050303661606193,1.6523997726103787,6,7,3
253,1.6050303661606193,1.6523997726103787,6,7,3
254,1.6050303661606193,1.6523997726103787,6,7,3
255,1.6050303661606193,1.6523997726103787,6,7,3
256,1.6050303661606193,1.6523997726103787,6,7,3
257,1.6050303661606193,1.6523997726103787,6,7,3
258,1.6050303661606193,1.6523997726103787,6,7,3
259,1.6050303661606193,1.6523997726103787,6,7,3
260,1.6050303661606193,1.6523997726103787,6,7,3
261,1.6050303661606193,1.6523997726103787,6,7,3
262,1.6050303661606193,1.6523997726103787,6,7,3
263,1.6050303661606193,1.6523997726103787,6,7,3
264,1.6050303661606193,1.6523997726103787,6,7,3
265,1.6050303661606193,1.6523997726103787,6,7,3
266,1.6050303661606193,1.6523997726103787,6,7,3
267,1.6050303661606193,1.6523997726103787,6,7,3
268,1.6050303661606193,1.6523997726103787,6,7,3
269,1.6050303661606193,1.6523997726103787,6,7,3
270,1.6050303661606193,1.6523997726103787,6,7,3
271,1.6050303661606193,1.6523997726103787,6,7,3
272,1.6050303661606193,1.6523997726103787,6,7,3
273,1.6050303661606193,1.6523997726103787,6,7,3
274,1.6050303661606193,1.6523997726103787,6,7,3
275,1.6050303661606193,1.6523997726103787,6,7,3
276,1.6050303661606193,1.6523997726103787,6,7,3
277,1.6050303661606193,1.6523997726103787,6,7,3
278,1.6050303661606193,1.6523997726103787,6,7,3
279,1.6050303661606193,1.6523997726103787,6,7,3
280,1.6050303661606193,1.6523997726103787,6,7,3
281,1.6050303661606193,1.6523997726103787,6,7,3
282,1.6050303661606193,1.6523997726103787,6,7,3
283,1.6050303661606193,1.6523997726103787,6,7,3
284,1.6050303661606193,1.6523997726103787,6,7,3
285,1.6050303661606193,1.6523997726103787,6,7,3
286,1.6050303661606193,1.6523997726103787,6,7,3
287,1.6050303661606193,1.6523997726103787,6,7,3
288,1.6050303661606193,1.6523997726103787,6,7,3
289,1.6050303661606193,1.6523997726103787,6,7,3
290,1.6050303661606193,1.6523997726103787,6,7,3
291,1.6050303661606193,1.6523997726103787,6,7,3
292,1.6050303661606193,1.6523997726103787,6,7,3
293,1.6050303661606193,1.6523997726103787,6,7,3
294,1.6050303661606193,1.6523997726103787,6,7,3
295,1.6050303661606193,1.6523997726103787,6,7,3
296,1.6050303661606193,1.6523997726103787,6,7,3
297,1.6050303661606193,1.6523997726103787,6,7,3
298,1.6050303661606193,1.6523997726103787,6,7,3
299,1.6050303661606193,1.6523997726103787,6,7,3
300,1.6050303661606193,1.6523997726103787,6,7,3
301,1.6050303661606193,1.6523997726103787,6,7,3
302,1.6050303661606193,1.6523997726103787,6,7,3
303,1.6050303661606193,1.6523997726103787,6,7,3
304,1.6050303661606193,1.6523997726103787,6,7,3
305,1.6050303661606193,1.6523997726103787,6,7,3
306,1.6050303661606193,1.6523997726103787,6,7,3
307,1.6050303661606193,1.6523997726103787,6,7,3
