No_gen, Best, MQ, No_clus, max_clus, min_clus
0,1.064309928379517,1.0934013991302705,3,7,6
1,1.190362463537169,1.2237557763873554,7,5,2
2,1.190362463537169,1.2237557763873554,7,5,2
3,1.414773212573778,1.459446012077591,8,4,1
4,1.414773212573778,1.459446012077591,8,4,1
5,1.414773212573778,1.459446012077591,8,4,1
6,1.5799153071905376,1.6480702396195355,3,12,4
7,1.5799153071905376,1.6480702396195355,3,12,4
8,1.5799153071905376,1.6480702396195355,3,12,4
9,1.5799153071905376,1.6480702396195355,3,12,4
10,1.5799153071905376,1.6480702396195355,3,12,4
11,1.6723185832296947,1.7400438139152228,4,8,3
12,1.6723185832296947,1.7400438139152228,4,8,3
13,1.6723185832296947,1.7400438139152228,4,8,3
14,1.8033853773823825,1.872867872867873,5,5,3
15,1.804019843025067,1.8735382264794027,5,5,3
16,1.804019843025067,1.8735382264794027,5,5,3
17,1.804019843025067,1.8735382264794027,5,5,3
18,1.804019843025067,1.8735382264794027,5,5,3
19,1.804019843025067,1.8735382264794027,5,5,3
20,1.804019843025067,1.8735382264794027,5,5,3
21,1.804019843025067,1.8735382264794027,5,5,3
22,1.804019843025067,1.8735382264794027,5,5,3
23,1.804019843025067,1.8735382264794027,5,5,3
24,1.804019843025067,1.8735382264794027,5,5,3
25,1.804019843025067,1.8735382264794027,5,5,3
26,1.804019843025067,1.8735382264794027,5,5,3
27,1.804019843025067,1.8735382264794027,5,5,3
28,1.804019843025067,1.8735382264794027,5,5,3
29,1.804019843025067,1.8735382264794027,5,5,3
30,1.804019843025067,1.8735382264794027,5,5,3
31,1.8367378288050074,1.9081068752036494,6,5,2
32,1.8367378288050074,1.9081068752036494,6,5,2
33,1.8367378288050074,1.9081068752036494,6,5,2
34,1.8367378288050074,1.9081068752036494,6,5,2
35,1.901670903280424,1.9767128296540062,6,5,2
36,1.901670903280424,1.9767128296540062,6,5,2
37,1.901670903280424,1.9767128296540062,6,5,2
38,1.901670903280424,1.9767128296540062,6,5,2
39,1.901670903280424,1.9767128296540062,6,5,2
40,1.9076745832420088,1.9844702044190532,6,6,2
41,1.9076745832420088,1.9844702044190532,6,6,2
42,1.9076745832420088,1.9844702044190532,6,6,2
43,1.9076745832420088,1.9844702044190532,6,6,2
44,1.9076745832420088,1.9844702044190532,6,6,2
