No_gen, Best, MQ, No_clus, max_clus, min_clus
0,1.0465274331653234,1.1090272172512015,4,22,22
1,1.1863950977747109,1.2689736479262226,10,15,4
2,1.3165807353327776,1.410625299118126,12,10,3
3,1.3165807353327776,1.410625299118126,12,10,3
4,1.3165807353327776,1.410625299118126,12,10,3
5,1.3165807353327776,1.410625299118126,12,10,3
6,1.3165807353327776,1.410625299118126,12,10,3
7,1.3165807353327776,1.410625299118126,12,10,3
8,1.3165807353327776,1.410625299118126,12,10,3
9,1.3165807353327776,1.410625299118126,12,10,3
10,1.3165807353327776,1.410625299118126,12,10,3
11,1.3165807353327776,1.410625299118126,12,10,3
12,1.3165807353327776,1.410625299118126,12,10,3
13,1.3165807353327776,1.410625299118126,12,10,3
14,1.3165807353327776,1.410625299118126,12,10,3
15,1.3165807353327776,1.410625299118126,12,10,3
16,1.4357111694976963,1.5704105707484068,6,42,2
17,1.4357111694976963,1.5704105707484068,6,42,2
18,1.4357111694976963,1.5704105707484068,6,42,2
19,1.4357111694976963,1.5704105707484068,6,42,2
20,1.4357111694976963,1.5704105707484068,6,42,2
21,1.4357111694976963,1.5704105707484068,6,42,2
22,1.4357111694976963,1.5704105707484068,6,42,2
23,1.4357111694976963,1.5704105707484068,6,42,2
24,1.4357111694976963,1.5704105707484068,6,42,2
25,1.4357111694976963,1.5704105707484068,6,42,2
26,1.4357111694976963,1.5704105707484068,6,42,2
27,1.4357111694976963,1.5704105707484068,6,42,2
28,1.4357111694976963,1.5704105707484068,6,42,2
29,1.4357111694976963,1.5704105707484068,6,42,2
30,1.4357111694976963,1.5704105707484068,6,42,2
31,1.4357111694976963,1.5704105707484068,6,42,2
32,1.4357111694976963,1.5704105707484068,6,42,2
33,1.4357111694976963,1.5704105707484068,6,42,2
34,1.4357111694976963,1.5704105707484068,6,42,2
35,1.4357111694976963,1.5704105707484068,6,42,2
36,1.4357111694976963,1.5704105707484068,6,42,2
37,1.4357111694976963,1.5704105707484068,6,42,2
38,1.4357111694976963,1.5704105707484068,6,42,2
39,1.4357111694976963,1.5704105707484068,6,42,2
40,1.4357111694976963,1.5704105707484068,6,42,2
41,1.4357111694976963,1.5704105707484068,6,42,2
42,1.4357111694976963,1.5704105707484068,6,42,2
43,1.4357111694976963,1.5704105707484068,6,42,2
44,1.4357111694976963,1.5704105707484068,6,42,2
45,1.4357111694976963,1.5704105707484068,6,42,2
46,1.4357111694976963,1.5704105707484068,6,42,2
47,1.4357111694976963,1.5704105707484068,6,42,2
48,1.4357111694976963,1.5704105707484068,6,42,2
49,1.4357111694976963,1.5704105707484068,6,42,2
50,1.4357111694976963,1.5704105707484068,6,42,2
51,1.4357111694976963,1.5704105707484068,6,42,2
52,1.4357111694976963,1.5704105707484068,6,42,2
53,1.4357111694976963,1.5704105707484068,6,42,2
54,1.4357111694976963,1.5704105707484068,6,42,2
55,1.4357111694976963,1.5704105707484068,6,42,2
56,1.4357111694976963,1.5704105707484068,6,42,2
57,1.4357111694976963,1.5704105707484068,6,42,2
58,1.4357111694976963,1.5704105707484068,6,42,2
59,1.4357111694976963,1.5704105707484068,6,42,2
60,1.4357111694976963,1.5704105707484068,6,42,2
61,1.4357111694976963,1.5704105707484068,6,42,2
62,1.4357111694976963,1.5704105707484068,6,42,2
63,1.4357111694976963,1.5704105707484068,6,42,2
64,1.4357111694976963,1.5704105707484068,6,42,2
65,1.4357111694976963,1.5704105707484068,6,42,2
66,1.4357111694976963,1.5704105707484068,6,42,2
67,1.4357111694976963,1.5704105707484068,6,42,2
68,1.4357111694976963,1.5704105707484068,6,42,2
69,1.4357111694976963,1.5704105707484068,6,42,2
70,1.4357111694976963,1.5704105707484068,6,42,2
71,1.4357111694976963,1.5704105707484068,6,42,2
72,1.4357111694976963,1.5704105707484068,6,42,2
73,1.497869229499582,1.6196467046623162,10,17,3
74,1.497869229499582,1.6196467046623162,10,17,3
75,1.6263993243210768,1.7567334579532243,14,11,3
76,1.6263993243210768,1.7567334579532243,14,11,3
77,1.6263993243210768,1.7567334579532243,14,11,3
78,1.6263993243210768,1.7567334579532243,14,11,3
79,1.6263993243210768,1.7567334579532243,14,11,3
80,1.6263993243210768,1.7567334579532243,14,11,3
81,1.6263993243210768,1.7567334579532243,14,11,3
82,1.6263993243210768,1.7567334579532243,14,11,3
83,1.6263993243210768,1.7567334579532243,14,11,3
84,1.6263993243210768,1.7567334579532243,14,11,3
85,1.6263993243210768,1.7567334579532243,14,11,3
86,1.6263993243210768,1.7567334579532243,14,11,3
87,1.6263993243210768,1.7567334579532243,14,11,3
88,1.6263993243210768,1.7567334579532243,14,11,3
89,1.6263993243210768,1.7567334579532243,14,11,3
90,1.6263993243210768,1.7567334579532243,14,11,3
91,1.6263993243210768,1.7567334579532243,14,11,3
92,1.6263993243210768,1.7567334579532243,14,11,3
93,1.6263993243210768,1.7567334579532243,14,11,3
94,1.6263993243210768,1.7567334579532243,14,11,3
95,1.6263993243210768,1.7567334579532243,14,11,3
96,1.6263993243210768,1.7567334579532243,14,11,3
97,1.6263993243210768,1.7567334579532243,14,11,3
98,1.6263993243210768,1.7567334579532243,14,11,3
99,1.6263993243210768,1.7567334579532243,14,11,3
100,1.6263993243210768,1.7567334579532243,14,11,3
101,1.6263993243210768,1.7567334579532243,14,11,3
102,1.6263993243210768,1.7567334579532243,14,11,3
103,1.6263993243210768,1.7567334579532243,14,11,3
104,1.6263993243210768,1.7567334579532243,14,11,3
105,1.6263993243210768,1.7567334579532243,14,11,3
106,1.6263993243210768,1.7567334579532243,14,11,3
107,1.6263993243210768,1.7567334579532243,14,11,3
108,1.6263993243210768,1.7567334579532243,14,11,3
109,1.6263993243210768,1.7567334579532243,14,11,3
110,1.6263993243210768,1.7567334579532243,14,11,3
111,1.6263993243210768,1.7567334579532243,14,11,3
112,1.6263993243210768,1.7567334579532243,14,11,3
113,1.6263993243210768,1.7567334579532243,14,11,3
114,1.6263993243210768,1.7567334579532243,14,11,3
115,1.6263993243210768,1.7567334579532243,14,11,3
116,1.6263993243210768,1.7567334579532243,14,11,3
117,1.6263993243210768,1.7567334579532243,14,11,3
118,1.6263993243210768,1.7567334579532243,14,11,3
119,1.6263993243210768,1.7567334579532243,14,11,3
120,1.6263993243210768,1.7567334579532243,14,11,3
121,1.6263993243210768,1.7567334579532243,14,11,3
122,1.6263993243210768,1.7567334579532243,14,11,3
123,1.6263993243210768,1.7567334579532243,14,11,3
