No_gen, Best, MQ, No_clus, max_clus, min_clus
0,0.9258492008964833,0.9424034223489759,4,8,7
1,1.0956561324653862,1.1197239418263678,4,8,7
2,1.2181544333311776,1.2476425264443698,7,6,2
3,1.2181544333311776,1.2476425264443698,7,6,2
4,1.2181544333311776,1.2476425264443698,7,6,2
5,1.2181544333311776,1.2476425264443698,7,6,2
6,1.3031964425125084,1.3379732469982268,7,7,1
7,1.3031964425125084,1.3379732469982268,7,7,1
8,1.3031964425125084,1.3379732469982268,7,7,1
9,1.3031964425125084,1.3379732469982268,7,7,1
10,1.3031964425125084,1.3379732469982268,7,7,1
11,1.3031964425125084,1.3379732469982268,7,7,1
12,1.3393049183753023,1.375679444491875,7,7,1
13,1.3393049183753023,1.375679444491875,7,7,1
14,1.3393049183753023,1.375679444491875,7,7,1
15,1.3480132865153513,1.385536032594856,7,8,1
16,1.3480132865153513,1.385536032594856,7,8,1
17,1.3480132865153513,1.385536032594856,7,8,1
18,1.3480132865153513,1.385536032594856,7,8,1
19,1.3480132865153513,1.385536032594856,7,8,1
20,1.3480132865153513,1.385536032594856,7,8,1
21,1.3480132865153513,1.385536032594856,7,8,1
22,1.3480132865153513,1.385536032594856,7,8,1
23,1.3480132865153513,1.385536032594856,7,8,1
24,1.3480132865153513,1.385536032594856,7,8,1
25,1.3480132865153513,1.385536032594856,7,8,1
26,1.3480132865153513,1.385536032594856,7,8,1
27,1.3480132865153513,1.385536032594856,7,8,1
28,1.3480132865153513,1.385536032594856,7,8,1
29,1.3480132865153513,1.385536032594856,7,8,1
30,1.3480132865153513,1.385536032594856,7,8,1
31,1.3480132865153513,1.385536032594856,7,8,1
32,1.415522356631416,1.4560322324367267,7,8,1
33,1.415522356631416,1.4560322324367267,7,8,1
34,1.415522356631416,1.4560322324367267,7,8,1
35,1.415522356631416,1.4560322324367267,7,8,1
36,1.415522356631416,1.4560322324367267,7,8,1
37,1.415522356631416,1.4560322324367267,7,8,1
38,1.415522356631416,1.4560322324367267,7,8,1
39,1.415522356631416,1.4560322324367267,7,8,1
40,1.415522356631416,1.4560322324367267,7,8,1
41,1.415522356631416,1.4560322324367267,7,8,1
42,1.415522356631416,1.4560322324367267,7,8,1
43,1.415522356631416,1.4560322324367267,7,8,1
44,1.415522356631416,1.4560322324367267,7,8,1
45,1.415522356631416,1.4560322324367267,7,8,1
46,1.415522356631416,1.4560322324367267,7,8,1
47,1.415522356631416,1.4560322324367267,7,8,1
48,1.415522356631416,1.4560322324367267,7,8,1
49,1.415522356631416,1.4560322324367267,7,8,1
50,1.415522356631416,1.4560322324367267,7,8,1
51,1.415522356631416,1.4560322324367267,7,8,1
52,1.415522356631416,1.4560322324367267,7,8,1
53,1.415522356631416,1.4560322324367267,7,8,1
54,1.415522356631416,1.4560322324367267,7,8,1
55,1.415522356631416,1.4560322324367267,7,8,1
56,1.415522356631416,1.4560322324367267,7,8,1
57,1.5359641632383765,1.5818033273915626,7,8,1
58,1.5359641632383765,1.5818033273915626,7,8,1
59,1.5359641632383765,1.5818033273915626,7,8,1
60,1.5359641632383765,1.5818033273915626,7,8,1
61,1.5359641632383765,1.5818033273915626,7,8,1
62,1.5359641632383765,1.5818033273915626,7,8,1
63,1.5359641632383765,1.5818033273915626,7,8,1
64,1.5359641632383765,1.5818033273915626,7,8,1
65,1.5359641632383765,1.5818033273915626,7,8,1
66,1.5359641632383765,1.5818033273915626,7,8,1
67,1.5359641632383765,1.5818033273915626,7,8,1
68,1.5359641632383765,1.5818033273915626,7,8,1
69,1.5359641632383765,1.5818033273915626,7,8,1
70,1.5359641632383765,1.5818033273915626,7,8,1
71,1.5359641632383765,1.5818033273915626,7,8,1
72,1.5359641632383765,1.5818033273915626,7,8,1
73,1.5359641632383765,1.5818033273915626,7,8,1
74,1.5359641632383765,1.5818033273915626,7,8,1
75,1.5359641632383765,1.5818033273915626,7,8,1
76,1.5359641632383765,1.5818033273915626,7,8,1
77,1.5359641632383765,1.5818033273915626,7,8,1
78,1.5359641632383765,1.5818033273915626,7,8,1
79,1.5359641632383765,1.5818033273915626,7,8,1
80,1.5359641632383765,1.5818033273915626,7,8,1
81,1.5359641632383765,1.5818033273915626,7,8,1
82,1.5359641632383765,1.5818033273915626,7,8,1
83,1.5359641632383765,1.5818033273915626,7,8,1
84,1.5359641632383765,1.5818033273915626,7,8,1
85,1.5359641632383765,1.5818033273915626,7,8,1
86,1.5359641632383765,1.5818033273915626,7,8,1
87,1.5359641632383765,1.5818033273915626,7,8,1
88,1.5359641632383765,1.5818033273915626,7,8,1
89,1.5359641632383765,1.5818033273915626,7,8,1
90,1.5359641632383765,1.5818033273915626,7,8,1
91,1.5359641632383765,1.5818033273915626,7,8,1
92,1.5359641632383765,1.5818033273915626,7,8,1
93,1.5359641632383765,1.5818033273915626,7,8,1
94,1.5359641632383765,1.5818033273915626,7,8,1
95,1.5359641632383765,1.5818033273915626,7,8,1
96,1.5359641632383765,1.5818033273915626,7,8,1
97,1.5359641632383765,1.5818033273915626,7,8,1
98,1.5359641632383765,1.5818033273915626,7,8,1
99,1.5359641632383765,1.5818033273915626,7,8,1
100,1.5359641632383765,1.5818033273915626,7,8,1
101,1.5359641632383765,1.5818033273915626,7,8,1
102,1.5359641632383765,1.5818033273915626,7,8,1
103,1.553737066653386,1.599599749593756,7,7,1
104,1.553737066653386,1.599599749593756,7,7,1
105,1.553737066653386,1.599599749593756,7,7,1
106,1.553737066653386,1.599599749593756,7,7,1
107,1.553737066653386,1.599599749593756,7,7,1
108,1.553737066653386,1.599599749593756,7,7,1
109,1.553737066653386,1.599599749593756,7,7,1
110,1.553737066653386,1.599599749593756,7,7,1
111,1.553737066653386,1.599599749593756,7,7,1
112,1.553737066653386,1.599599749593756,7,7,1
113,1.553737066653386,1.599599749593756,7,7,1
114,1.553737066653386,1.599599749593756,7,7,1
115,1.553737066653386,1.599599749593756,7,7,1
116,1.553737066653386,1.599599749593756,7,7,1
117,1.553737066653386,1.599599749593756,7,7,1
118,1.553737066653386,1.599599749593756,7,7,1
119,1.553737066653386,1.599599749593756,7,7,1
120,1.553737066653386,1.599599749593756,7,7,1
121,1.553737066653386,1.599599749593756,7,7,1
122,1.553737066653386,1.599599749593756,7,7,1
123,1.553737066653386,1.599599749593756,7,7,1
124,1.553737066653386,1.599599749593756,7,7,1
125,1.553737066653386,1.599599749593756,7,7,1
126,1.553737066653386,1.599599749593756,7,7,1
127,1.553737066653386,1.599599749593756,7,7,1
128,1.553737066653386,1.599599749593756,7,7,1
129,1.553737066653386,1.599599749593756,7,7,1
130,1.553737066653386,1.599599749593756,7,7,1
