,mq,No. Clus,Max clus,Min clus
0,1.7196723288637688,14,7,2
1,1.7196723288637688,14,7,2
2,1.4481654390721401,7,15,4
3,1.4146619420207622,14,6,3
4,1.3955481727113648,6,33,1
5,1.3746976731872589,11,11,3
6,1.3691220494317684,8,13,2
7,1.372617221211668,6,33,3
8,1.3560894835562354,7,16,2
9,1.3531448042564187,10,11,2
10,1.351974581234185,6,16,5
11,1.3518209506246446,7,16,3
12,1.3433551675826696,7,20,5
13,1.3381739017758998,5,18,5
14,1.3343820644374524,4,33,5
15,1.3333446689615371,5,36,2
16,1.3146033289194305,9,12,2
17,1.3197568102275619,3,41,9
18,1.3089847348264116,6,16,5
19,1.3085338120655454,3,50,4
20,1.2996483488273762,8,21,3
21,1.2964180330477517,6,28,4
22,1.290734335909043,5,32,5
23,1.2766707865224205,8,11,4
24,1.2785735025595604,8,17,2
25,1.27145201859202,7,31,2
26,1.271872791831934,4,46,2
27,1.2636712561336156,6,36,2
28,1.2608614555173816,8,20,3
29,1.2599839567376683,9,11,4
30,1.2598427698710202,9,16,2
31,1.2536708345217618,5,28,4
32,1.2536484946236628,3,38,11
33,1.2517750551046072,4,23,4
34,1.248689857566977,5,27,5
35,1.2504077319744744,3,45,7
36,1.2478825599087608,6,28,1
37,1.245658369881663,5,31,4
38,1.2400592372324835,4,26,6
39,1.2385634755882955,9,13,3
40,1.2364003767978575,7,26,4
41,1.2322297938003224,10,11,3
42,1.2283024923476857,5,27,5
43,1.2239595683112283,10,10,2
44,1.225250138007878,9,24,3
45,1.2207287730880574,3,33,11
46,1.2239476277104693,3,43,4
47,1.2105081375730231,5,29,1
48,1.2087793943723881,13,8,2
49,1.2071382013285397,5,31,3
50,1.2037205616781226,5,31,4
51,1.1993934350297994,8,19,4
52,1.1983424834983443,7,24,2
53,1.1933107970815982,10,10,2
54,1.187515443093782,13,8,1
55,1.1885276808828988,6,26,5
56,1.183018512818665,9,11,2
57,1.1813764578174657,6,30,2
58,1.1789957091960377,12,11,2
59,1.1807979629969814,4,31,5
60,1.1807979629969814,4,31,5
61,1.1711587878696554,8,18,1
62,1.1698077006778607,7,16,2
63,1.1698077006778607,7,16,2
64,1.1707398027038591,3,49,5
65,1.1689248310268623,4,31,2
66,1.1679813492465665,5,26,2
67,1.1685002338240544,7,30,1
68,1.1671954560978788,6,37,1
69,1.159483756336935,11,13,1
70,1.159045167689421,9,17,2
71,1.1551573317598647,15,6,2
72,1.1580519209512914,7,15,4
73,1.155365768674148,9,13,4
74,1.153319549521888,13,7,3
75,1.1559027183034185,5,26,5
76,1.1499244834289357,7,23,4
77,1.149595594049985,8,14,2
78,1.1356051462341952,7,16,4
79,1.1322306334847723,8,21,2
80,1.1238671252854306,14,7,2
81,1.1304618474311172,4,36,5
82,1.1302062029757773,4,38,5
83,1.1234091625129325,9,11,2
84,1.1163718478248152,8,16,3
85,1.1212827465351332,3,41,9
86,1.1216809607144376,4,38,3
87,1.113967082783939,7,17,5
88,1.103944553580563,12,13,2
89,1.0924341379228442,10,14,3
90,1.0890081323087717,10,16,3
91,1.0803165811894946,11,11,1
92,1.0729979566456587,6,26,4
93,1.0674944674412348,9,9,4
94,1.0719059302173748,5,33,1
95,1.064375305773316,8,11,5
96,1.0678227728320808,5,22,3
97,1.0575230856450797,8,14,5
98,1.057332244037383,3,33,10
99,1.0541020613170655,6,21,5
100,1.0502622013539764,9,16,2
101,1.0538311647963063,7,31,2
102,1.0460971202655065,9,10,4
103,1.0442228066609158,3,40,3
104,1.0435376499999771,4,18,11
105,1.0410447149960202,5,24,3
106,1.0330194550092942,14,7,2
107,1.0370946114321653,3,40,1
108,1.0321925149096312,9,16,3
109,1.0160576569676043,3,21,18
110,1.0094993482818588,8,28,1
111,1.0055873673440534,9,20,2
112,1.0028865674959986,3,21,19
113,0.9911896697958819,10,8,4
114,0.9892841977190763,9,11,4
115,0.9778113670363857,13,7,2
116,0.9689958596117411,4,28,4
117,0.9469891010546296,11,11,3
118,0.9163681519903755,4,31,9
119,0.9034400898665709,7,15,4
120,0.898280549573108,7,28,3
121,0.8881479055795944,13,7,3
